"id","name","swings_competitive","percent_swings_competitive","contact","avg_bat_speed","hard_swing_rate","squared_up_per_bat_contact","squared_up_per_swing","blast_per_bat_contact","blast_per_swing","swing_length","swords","batter_run_value","whiffs","whiff_per_swing","batted_ball_events","batted_ball_event_per_swing"
519317,"Stanton, Giancarlo",714,0.9142125480153649,484,"81.219836961",0.9859943977591036,0.2975206611570248,0.20168067226890757,0.27479338842975204,0.18627450980392157,"8.563897857",13,-0.17640539554291568,230,0.32212885154061627,251,0.35154061624649857
665833,"Cruz, Oneil",879,0.9127725856697819,590,"78.533224835",0.7531285551763366,0.34067796610169493,0.22866894197952217,0.2457627118644068,0.16496018202502843,"7.663641729",10,-10.031900853571338,289,0.32878270762229805,304,0.34584755403868034
678877,"Noel, Jhonkensy",348,0.8969072164948454,242,"77.990894914",0.7701149425287357,0.2024793388429752,0.14080459770114942,0.13636363636363635,0.09482758620689655,"7.739996868",1,-1.0898766413364043,106,0.3045977011494253,107,0.3074712643678161
672744,"Canario, Alexander",40,0.9090909090909091,24,"77.98663175",0.825,0.2916666666666667,0.175,0.20833333333333334,0.125,"7.98020975",2,0.0259260750789152,16,0.4,12,0.3
694175,"León, Pedro",38,0.926829268292683,22,"77.833039211",0.7894736842105263,0.2727272727272727,0.15789473684210525,0.18181818181818182,0.10526315789473684,"7.991437895",0,-3.7930576495554664,16,0.42105263157894735,9,0.23684210526315788
656941,"Schwarber, Kyle",959,0.9047169811320754,687,"77.516124338",0.7799791449426487,0.3245997088791849,0.23253388946819603,0.22998544395924309,0.16475495307612095,"7.710202054",35,-6.890196570199683,272,0.28362877997914493,344,0.3587069864442127
691023,"Walker, Jordan",264,0.9010238907849829,188,"77.306008447",0.7196969696969696,0.2872340425531915,0.20454545454545456,0.19148936170212766,0.13636363636363635,"8.152453447",9,-4.855776551563498,76,0.2878787878787879,101,0.38257575757575757
670242,"Wallner, Matt",415,0.9041394335511983,266,"77.291779398",0.7349397590361446,0.24060150375939848,0.15421686746987953,0.18421052631578946,0.1180722891566265,"7.325760193",15,1.3444149545713753,149,0.35903614457831323,114,0.2746987951807229
691406,"Caminero, Junior",264,0.9041095890410958,191,"77.236120114",0.7007575757575756,0.33507853403141363,0.24242424242424243,0.23036649214659685,0.16666666666666666,"8.335880303",14,-3.6964385513053575,73,0.2765151515151515,120,0.45454545454545453
592450,"Judge, Aaron",1010,0.912375790424571,721,"77.146849535",0.7475247524752475,0.33841886269070737,0.24158415841584158,0.2579750346740638,0.18415841584158416,"8.178267574",14,52.208053843261304,289,0.2861386138613861,343,0.33960396039603963
665856,"Camargo, Jair",10,0.9090909090909091,5,"77.088799",0.7999999999999999,0,0,0,0,"8.131436",0,-1.4215432472044933,5,0.5,3,0.3
666464,"Encarnacion, Jerar",213,0.8987341772151899,161,"76.978635023",0.6854460093896713,0.30434782608695654,0.2300469483568075,0.2484472049689441,0.18779342723004694,"7.811234695",6,0.535434050037733,52,0.24413145539906103,77,0.3615023474178404
660670,"Acuña Jr., Ronald",323,0.8997214484679665,243,"76.825825542",0.7306501547987616,0.2962962962962963,0.22291021671826625,0.16872427983539096,0.12693498452012383,"7.611816409",10,-7.601255200559827,80,0.2476780185758514,108,0.33436532507739936
666176,"Adell, Jo",796,0.9045454545454545,578,"76.685551922",0.6595477386934673,0.2508650519031142,0.18216080402010051,0.1522491349480969,0.11055276381909548,"7.553515163",20,-18.241477541559256,218,0.27386934673366836,262,0.32914572864321606
656305,"Chapman, Matt",990,0.9049360146252285,757,"76.599640596",0.6414141414141413,0.2813738441215324,0.21515151515151515,0.18494055482166447,0.1414141414141414,"7.451106121",21,-4.111334582762478,233,0.23535353535353534,348,0.3515151515151515
670541,"Alvarez, Yordan",914,0.913086913086913,741,"76.545736991",0.6301969365426696,0.3427800269905533,0.2778993435448578,0.22402159244264508,0.18161925601750548,"7.582607888",1,23.154476563605854,173,0.18927789934354486,406,0.4442013129102845
593934,"Sanó, Miguel",142,0.8987341772151899,93,"76.462873028",0.6267605633802817,0.2903225806451613,0.19014084507042253,0.17204301075268819,0.11267605633802817,"7.980795775",7,-6.077055701038045,49,0.34507042253521125,40,0.28169014084507044
660271,"Ohtani, Shohei",1127,0.9074074074074074,802,"76.315503248",0.6406388642413487,0.3865336658354115,0.27506654835847383,0.2581047381546135,0.1836734693877551,"7.74021071",10,35.43463420412225,325,0.2883762200532387,420,0.37267080745341613
683002,"Henderson, Gunnar",1109,0.9038304808475958,868,"76.28623982",0.6447249774571686,0.3225806451612903,0.25247971145175835,0.22811059907834103,0.17853922452660054,"7.233485852",20,-5.457930816206457,241,0.21731289449954913,429,0.38683498647430115
677594,"Rodríguez, Julio",1092,0.9054726368159204,768,"76.256220027",0.6336996336996337,0.2955729166666667,0.2078754578754579,0.20572916666666666,0.1446886446886447,"7.898228104",30,-14.443171494601263,324,0.2967032967032967,359,0.32875457875457875
682619,"Martinez, Orelvis",5,0.8333333333333334,2,"76.190822",0.6,0,0,0,0,"8.102708",0,-0.6401696390568711,3,0.6,1,0.2
671286,"Rodríguez, Johnathan",65,0.9154929577464789,40,"76.170179846",0.6615384615384615,0.275,0.16923076923076924,0.2,0.12307692307692308,"8.283926",2,-4.881470892761388,25,0.38461538461538464,17,0.26153846153846155
666624,"Morel, Christopher",956,0.9053030303030303,636,"76.088461255",0.6474895397489537,0.3018867924528302,0.200836820083682,0.1761006289308176,0.11715481171548117,"8.016552824",24,-34.16024228584982,320,0.33472803347280333,333,0.348326359832636
663550,"Cabbage, Trey",148,0.9024390243902439,88,"75.918473784",0.5945945945945945,0.3522727272727273,0.20945945945945946,0.19318181818181818,0.11486486486486487,"7.912896419",4,-6.726014833059898,60,0.40540540540540543,44,0.2972972972972973
665489,"Guerrero Jr., Vladimir",1044,0.9094076655052264,838,"75.874615268",0.5737547892720306,0.3448687350835322,0.2768199233716475,0.24105011933174225,0.19348659003831417,"7.739304042",9,24.540436505709998,206,0.19731800766283525,442,0.42337164750957856
575929,"Contreras, Willson",576,0.9056603773584906,383,"75.85372691",0.6163194444444442,0.2793733681462141,0.1857638888888889,0.18798955613577023,0.125,"7.888264063",13,-6.509865917101582,193,0.3350694444444444,181,0.3142361111111111
656448,"Garrett, Stone",13,0.8666666666666667,10,"75.729082308",0.5384615384615384,0.4,0.3076923076923077,0.1,0.07692307692307693,"7.333124615",0,1.3613788873827237,3,0.23076923076923078,4,0.3076923076923077
669003,"Mitchell, Garrett",341,0.9069148936170213,220,"75.701059326",0.5865102639296188,0.2681818181818182,0.17302052785923755,0.16818181818181818,0.10850439882697947,"7.369762346",9,1.1159283881251794,121,0.3548387096774194,111,0.3255131964809384
545361,"Trout, Mike",188,0.8995215311004785,154,"75.651311117",0.5691489361702128,0.24025974025974026,0.19680851063829788,0.14935064935064934,0.12234042553191489,"7.554344734",4,-2.5142708647402054,34,0.18085106382978725,67,0.35638297872340424
656180,"Adams, Riley",223,0.9139344262295082,166,"75.517762825",0.5246636771300448,0.25301204819277107,0.18834080717488788,0.1686746987951807,0.12556053811659193,"8.119996368",0,-6.017379100238208,57,0.2556053811659193,77,0.3452914798206278
691176,"Domínguez, Jasson",115,0.8984375,92,"75.447046957",0.5739130434782609,0.20652173913043478,0.16521739130434782,0.17391304347826086,0.1391304347826087,"7.723940522",4,-2.9758150996731487,23,0.2,34,0.2956521739130435
621550,"Wisdom, Patrick",308,0.9085545722713865,218,"75.433341299",0.5616883116883118,0.27522935779816515,0.19480519480519481,0.14678899082568808,0.1038961038961039,"7.908023344",9,-10.714408851333056,90,0.2922077922077922,95,0.30844155844155846
665742,"Soto, Juan",921,0.9056047197640118,748,"75.428274083",0.5917480998914225,0.393048128342246,0.31921824104234525,0.25267379679144386,0.20521172638436483,"7.287238654",28,13.586672313319614,173,0.18783930510314875,409,0.44408251900108575
701305,"Dezenzo, Zach",111,0.9024390243902439,75,"75.421435045",0.5945945945945946,0.26666666666666666,0.18018018018018017,0.16,0.10810810810810811,"7.471710721",1,-0.03322343582752299,36,0.32432432432432434,38,0.34234234234234234
624585,"Soler, Jorge",881,0.9091847265221878,644,"75.406534926",0.5664018161180477,0.296583850931677,0.21679909194097616,0.15683229813664595,0.11464245175936436,"7.936281283",12,-7.110516198843406,237,0.2690124858115778,315,0.35754824063564133
656541,"Hilliard, Sam",262,0.9128919860627178,158,"75.278704084",0.5267175572519084,0.31645569620253167,0.19083969465648856,0.20253164556962025,0.12213740458015267,"7.268881794",7,-2.930626900192998,104,0.3969465648854962,75,0.2862595419847328
671218,"Ramos, Heliot",873,0.9074844074844075,654,"75.240581191",0.552119129438717,0.2981651376146789,0.22336769759450173,0.1834862385321101,0.13745704467353953,"6.936671443",28,-7.197303199691227,219,0.2508591065292096,319,0.3654066437571592
592669,"Renfroe, Hunter",631,0.9144927536231884,496,"75.240395055",0.5277337559429477,0.29838709677419356,0.23454833597464342,0.15725806451612903,0.12361331220285261,"7.617267861",8,-9.598998031998638,135,0.21394611727416799,275,0.4358161648177496
624413,"Alonso, Pete",992,0.9001814882032668,763,"75.234998024",0.5181451612903227,0.2961992136304063,0.22782258064516128,0.18610747051114024,0.1431451612903226,"7.318061079",19,-10.860450128115076,229,0.23084677419354838,387,0.3901209677419355
663586,"Riley, Austin",754,0.908433734939759,563,"75.230383329",0.5358090185676392,0.3268206039076377,0.2440318302387268,0.2024866785079929,0.15119363395225463,"7.509214257",24,-4.833195449970152,191,0.253315649867374,264,0.35013262599469497
641933,"O'Neill, Tyler",733,0.9060568603213844,481,"75.223714843",0.5184174624829468,0.28274428274428276,0.1855388813096862,0.18087318087318088,0.11869031377899045,"7.594253929",11,3.351628238245608,252,0.34379263301500684,209,0.28512960436562074
592518,"Machado, Manny",1033,0.9053461875547765,811,"75.219474579",0.5256534365924491,0.3193588162762022,0.25072604065827686,0.20838471023427868,0.16360116166505323,"7.775955276",23,-6.194443663131356,222,0.2149080348499516,419,0.40561471442400776
677956,"Hinds, Rece",92,0.9108910891089109,57,"75.214891196",0.5652173913043479,0.2982456140350877,0.18478260869565216,0.19298245614035087,0.11956521739130435,"7.718913261",1,3.3098776507893533,35,0.3804347826086957,29,0.31521739130434784
682829,"De La Cruz, Elly",990,0.9057639524245197,691,"75.173203152",0.5383838383838383,0.31693198263386396,0.22121212121212122,0.18958031837916064,0.13232323232323231,"7.280193707",31,2.6477269651698094,299,0.302020202020202,350,0.35353535353535354
660821,"Sánchez, Jesús",891,0.9064089521871821,614,"75.164348833",0.5443322109988777,0.32247557003257327,0.2222222222222222,0.19055374592833876,0.13131313131313133,"7.14619541",13,-17.171188324774345,277,0.3108866442199775,300,0.3367003367003367
686554,"Dunn, Oliver",139,0.9025974025974026,87,"75.160182446",0.5539568345323741,0.3103448275862069,0.19424460431654678,0.11494252873563218,0.07194244604316546,"7.617916691",2,-4.124129560399017,52,0.37410071942446044,43,0.30935251798561153
660707,"Montero, Elehuris",392,0.9116279069767442,276,"75.116486862",0.530612244897959,0.286231884057971,0.20153061224489796,0.15217391304347827,0.10714285714285714,"7.566919592",10,-12.330865261813264,116,0.29591836734693877,140,0.35714285714285715
663624,"Mountcastle, Ryan",896,0.9087221095334685,690,"75.092982121",0.5055803571428572,0.2753623188405797,0.21205357142857142,0.1608695652173913,0.12388392857142858,"7.482878438",14,-10.04002433459386,206,0.22991071428571427,317,0.35379464285714285
572233,"Walker, Christian",916,0.9015748031496063,708,"75.040134236",0.527292576419214,0.2612994350282486,0.2019650655021834,0.15819209039548024,0.1222707423580786,"7.543962194",32,-12.823758548574638,208,0.22707423580786026,303,0.3307860262008734
693049,"Colás, Oscar",67,0.9054054054054054,49,"74.974384328",0.4925373134328359,0.24489795918367346,0.1791044776119403,0.14285714285714285,0.1044776119402985,"7.395185224",1,-1.4787140796884501,18,0.26865671641791045,21,0.31343283582089554
670042,"Raley, Luke",752,0.9005988023952096,512,"74.970934029",0.5079787234042554,0.26953125,0.18351063829787234,0.16796875,0.11436170212765957,"7.24988891",16,-4.071426763778168,240,0.3191489361702128,236,0.31382978723404253
