"id","name","bat_side","side","avg_batter_y_position","avg_batter_x_position","avg_foot_sep","avg_stance_angle","avg_intercept_y_vs_batter","avg_intercept_y_vs_plate"
678662,"Tovar, Ezequiel","R","R",27.107877519704747,24.7634028515457,38.61379523404798,0.4739339542434453,29.273013354604522,2.165135834899777
621566,"Olson, Matt","L","L",30.532279893849424,30.06617502039262,30.37163085999589,-8.48728129560773,33.358104580836496,2.8258246869870685
642715,"Adames, Willy","R","R",32.33763392358494,31.59903394871283,33.66031942162887,4.154785698398492,30.28666369332772,-2.0509702302572155
592206,"Castellanos, Nick","R","R",28.61818383851559,27.67876913665846,28.300658243770975,-16.1915044967582,31.000575810009916,2.382391971494328
521692,"Perez, Salvador","R","R",29.50484484539301,27.169344016810438,34.796309189666694,-25.21837000898387,29.721874752132493,0.217029906739477
680776,"Duran, Jarren","L","L",27.36343615533391,30.60493065098926,19.489827726611725,0.14690383910730861,27.376097679898386,0.01266152456448677
683011,"Volpe, Anthony","R","R",30.00430372660598,28.39186631237871,24.65570020661891,1.6211242124622423,26.416582261562084,-3.5877214650438938
542303,"Ozuna, Marcell","R","R",35.3090430304607,27.52199631501272,31.245796259314684,-24.62463385398228,32.60187108198557,-2.707171948475117
660271,"Ohtani, Shohei","L","L",29.23800188053005,29.9042512445906,33.227433502611724,-9.13845487579396,26.793894758263825,-2.4441071222662316
543760,"Semien, Marcus","R","R",26.59822723329648,23.42938312776419,32.575621873329304,-1.4181838461061875,30.9337690581665,4.335541824870025
683002,"Henderson, Gunnar","L","L",24.861040388692057,26.621813837628938,32.3574034608873,-1.8608886023206457,32.563047088508384,7.702006699816336
606192,"Hernández, Teoscar","R","R",31.228060360103896,29.31330852906929,27.323598850106645,-0.931505193018337,29.678524174241378,-1.549536185862524
665926,"Giménez, Andrés","L","L",24.22149186510631,28.849860411967445,37.84954545812241,-2.829847801848222,29.89176824260731,5.670276377501008
666969,"García, Adolis","R","R",28.515494981946343,26.296655861547332,31.244906041021938,-15.403349388822356,32.74342870612784,4.2279337241815105
502671,"Goldschmidt, Paul","R","R",24.97990570689872,34.457186681617046,36.20520138662818,-3.142399002343207,19.917071641761048,-5.062834065137666
677951,"Witt Jr., Bobby","R","R",28.44140034093457,24.033084690998365,30.498349199955516,-13.26690356668369,29.40744954469154,0.9660492037569705
547180,"Harper, Bryce","L","L",22.89081783692146,29.06315591463301,33.44564913617346,-12.423897384157323,31.87240076720803,8.981582930286573
677594,"Rodríguez, Julio","R","R",23.755198465972327,30.42720094307748,28.28682614260037,1.8742270605409814,33.555577357212655,9.800378891240323
661388,"Contreras, William","R","R",29.033656431471783,27.596596110326864,28.99984000237517,-0.3805409694381251,30.86716058798475,1.833504156512973
650402,"Torres, Gleyber","R","R",32.61625980639405,27.278498037734504,26.22239414476666,-36.21442871048696,30.8243739101134,-1.7918858962806663
678882,"Rafaela, Ceddanne","R","R",30.531649596607988,26.292069497566388,23.207418069359687,-25.010649515924012,33.455392623253296,2.923743026645311
670623,"Paredes, Isaac","R","R",32.6078541581597,24.876342452350386,27.5672856427622,-39.12530849759115,38.22796823673126,5.620114078571559
650559,"De La Cruz, Bryan","R","R",27.706577805395348,27.290708319721904,36.43534878045418,-10.921464523042419,28.319082895427854,0.6125050900325012
641857,"McMahon, Ryan","L","L",21.208622073181015,33.23372112950339,45.341608450731094,3.554591036356438,22.561227075723817,1.3526050025428098
673237,"Diaz, Yainer","R","R",29.708243035489946,28.07972240408254,31.88246350883662,-2.106873220583653,31.046947062814457,1.3387040273245085
665489,"Guerrero Jr., Vladimir","R","R",27.772295967447693,29.327507711475196,28.152303309637674,-9.429142556756238,32.424593147140115,4.652297179692416
607043,"Nimmo, Brandon","L","L",26.648233451253798,31.86201431046544,28.45817640533211,-8.489936434846792,28.39535191970903,1.747118468455233
518692,"Freeman, Freddie","L","L",29.105772427040645,30.277625838542246,33.69172721847249,0.9301581091175838,25.902738395981586,-3.203034031059056
701538,"Merrill, Jackson","L","L",27.03189746253987,27.727236394940128,24.742548289413893,2.08696044188388,26.020860093353242,-1.0110373691866235
592518,"Machado, Manny","R","R",24.49749699243601,31.3816959949528,30.286338956374248,-37.8939724111262,30.99307267819558,6.495575685759571
682928,"Abrams, CJ","L","L",27.013609797618017,30.164371701444512,26.31224419316701,2.6568258003278653,31.12264446174915,4.109034664131136
553993,"Suárez, Eugenio","R","R",23.964472830273955,24.818451400194405,26.946843441420285,-12.350247172554473,32.82244265564367,8.857969825369723
665161,"Peña, Jeremy","R","R",28.643826209319425,28.18585381414621,27.350678116821634,-3.362364421355836,28.129054083557726,-0.5147721257616991
514888,"Altuve, Jose","R","R",11.23784571121489,30.032248125831053,29.19913906915165,-14.882410156827723,28.098218411288688,16.860372700073796
646240,"Devers, Rafael","L","L",21.805792760829785,26.761784819057663,30.659908855548117,-67.38188855579047,28.759361955652416,6.953569194822629
630105,"Cronenworth, Jake","L","L",35.84759923584296,26.149202353934648,21.622419722868933,2.4210965905962873,29.340937647431723,-6.50666158841123
691026,"Winn, Masyn","R","R",32.04547671630816,22.89010123272598,13.30255680607337,-47.76359829968118,33.0420783484764,0.9966016321682643
