"id","name","bat_side","side","avg_batter_y_position","avg_batter_x_position","avg_foot_sep","avg_stance_angle","avg_intercept_y_vs_batter","avg_intercept_y_vs_plate"
664761,"Bohm, Alec","R","R",25.83572861004981,29.963962976130837,38.48935325941384,-10.284543013583246,30.043213733129477,4.207485123079668
660670,"Acuña Jr., Ronald","R","R",28.83792996341523,27.94305408782349,34.507478817554386,-12.079899893636503,30.5998792712028,1.7619493077875665
663656,"Tucker, Kyle","L","L",30.973347610566382,27.876257656143167,33.66507863274592,0.24986174633054603,26.89241956385837,-4.080928046708013
665926,"Giménez, Andrés","L","L",24.51392585360414,27.97963899583225,37.763711299055835,-1.4300889792819984,31.4127647233624,6.898838869758267
502671,"Goldschmidt, Paul","R","R",22.893495587375998,35.51007232642007,38.28883752408855,-2.8794832385534663,19.241246396327245,-3.652249191048749
668715,"Steer, Spencer","R","R",28.994711139672994,27.46331546128154,36.47639444410588,-1.8753100442022637,33.17946035094053,4.184749211267552
608841,"Meneses, Joey","R","R",32.86686525327236,26.57293929495259,33.75111502572509,-4.043894000548305,34.639753411211956,1.772888157939606
621020,"Swanson, Dansby","R","R",30.58715600321612,27.765654526946808,20.411677551844853,-20.373323083604674,33.064199539222685,2.4770435360065712
624413,"Alonso, Pete","R","R",24.22975410490122,29.61167088431619,34.781621466802,5.443336219647131,32.8500359702939,8.620281865392684
671739,"Harris II, Michael","L","L",30.21408417428782,30.758522907311946,17.607837432971905,-16.45801304514863,31.012972675050225,0.7988885007624037
547180,"Harper, Bryce","L","L",23.22567638671273,28.55839315043582,32.36714843100911,-12.359672646061712,31.423613481271758,8.19793709455902
542303,"Ozuna, Marcell","R","R",35.17191016152421,27.3313725973025,30.033300545623916,-21.730726551243617,32.54092406508001,-2.630986096444199
650402,"Torres, Gleyber","R","R",31.16877845699488,27.358829000464116,28.081963508246766,-36.698507161463056,33.30738455668139,2.13860609968651
669257,"Smith, Will","R","R",32.081026983751094,26.215161814130227,17.833487950680432,-11.68387326139576,29.28408181758206,-2.7969451661690305
543760,"Semien, Marcus","R","R",27.715934213713442,23.799114232023356,33.11199606592291,0.4322076907383951,30.197636851675053,2.481702637961616
643446,"McNeil, Jeff","L","L",29.412307111965276,24.27419979978018,34.581753672493335,-9.236185698778527,29.529041952228926,0.11673484026365227
650559,"De La Cruz, Bryan","R","R",27.503912072258725,28.21939541198192,40.46789778036318,-7.70639102307181,29.849811143119673,2.3458990708609395
521692,"Perez, Salvador","R","R",29.7651554423015,28.585573372298843,36.814410964345676,-32.425594379656744,28.1594368862604,-1.6057185560411007
681546,"Outman, James","L","L",28.22356793749621,27.740949065125548,33.174595106228075,-6.060013615111622,28.58824979682599,0.36468185932978014
592518,"Machado, Manny","R","R",23.084127645786793,31.54137905899559,27.615415922396355,-42.28875980179607,32.00718775321981,8.923060107433017
665489,"Guerrero Jr., Vladimir","R","R",29.377402518174907,28.561032035474494,29.731451746553738,-11.386825138825044,34.03389331906938,4.656490800894471
680757,"Kwan, Steven","L","L",25.86129245165908,23.30599579340148,8.597111981159248,-3.579290936681303,27.9652271426166,2.1039346909575167
669004,"Melendez, MJ","L","L",26.91571789059181,28.052466844556314,28.610258936313016,-32.55615241263176,28.68377036241763,1.7680524718258195
607043,"Nimmo, Brandon","L","L",27.311378432081096,29.871185697659847,31.675794283973143,-6.895614091155538,26.284305930468086,-1.0270725016130178
670623,"Paredes, Isaac","R","R",32.085529972829654,25.53209096121514,28.63751419107895,-36.98116329537781,39.081910213340976,6.996380240511315
676801,"McCormick, Chas","R","R",18.54457082389146,33.880088877806635,23.19328269327494,10.897187639007445,25.065777248373745,6.521206424482283
666134,"Jones, Nolan","L","L",27.098687261045892,26.977505368029753,29.732315947354262,-5.693992325463183,29.729535911009574,2.6308486499636827
686681,"Massey, Michael","L","L",25.631064952745408,27.52120648817228,33.51624186863228,-5.42774315090847,30.776189393181955,5.145124440436543
643217,"Benintendi, Andrew","L","L",32.060533265085034,23.955547276465744,19.983821175599044,-43.15859861535858,29.98686886909439,-2.0736643959906385
596146,"Kepler, Max","L","L",36.20533888361736,29.351833875657967,32.78305267824467,-18.536975926394234,32.81130007879205,-3.3940388048253127
673548,"Suzuki, Seiya","R","R",29.282611103358963,29.13943132172256,28.245185637749206,-3.7803638696374002,30.658611430366303,1.3760003270073378
673357,"Robert Jr., Luis","R","R",30.164053454513894,26.43469047702182,31.89167650298004,-10.617870307217968,29.29412821244977,-0.8699252420641266
673490,"Kim, Ha-Seong","R","R",32.1373887574423,26.096823695350114,17.609206663638027,-18.966221056844077,34.1776184235928,2.0402296661504957
668227,"Arozarena, Randy","R","R",17.310726414565195,25.13520548595934,19.142775180215676,1.314372105714486,31.16875918376542,13.858032769200227
681082,"Stott, Bryson","L","L",24.111201214959905,26.4510604098522,42.42631082923139,-5.066949839660181,24.22586107293446,0.11465985797455211
687952,"Encarnacion-Strand, Christian","R","R",29.32135432173587,29.115414707401367,32.26997958546069,-19.951211205529674,31.274071265156095,1.95271694342023
608324,"Bregman, Alex","R","R",25.778929423142156,25.214367488888765,33.648721836212395,4.686246307049275,30.596691376999214,4.817761953857052
682998,"Carroll, Corbin","L","L",30.149285686835643,27.906627466314934,31.449949357961607,-2.662744202242551,34.73133714708022,4.582051460244586
656941,"Schwarber, Kyle","L","L",26.407864417161118,26.717641325544157,30.53182177400613,-6.062381085047566,31.92483339865147,5.516968981490353
593160,"Merrifield, Whit","R","R",22.953722328488727,28.31697470402501,24.71612287762968,-13.317239583732936,31.088828368606865,8.135106040118135
666969,"García, Adolis","R","R",29.510816033981467,26.70458288291765,30.57219931880318,-16.019473160898592,32.541905830717006,3.0310897967355355
683011,"Volpe, Anthony","R","R",30.024415517856372,29.236319978483817,28.025716136022794,14.654772045701288,29.29120719144722,-0.733208326409152
663837,"Vierling, Matt","R","R",34.69839121481618,27.956668602257768,32.161685586216656,-12.416050516289783,28.73411257480231,-5.9642786400138545
547989,"Abreu, José","R","R",24.154132842579376,32.363196595431475,34.372745150386514,-0.1106155747974251,31.78472547775699,7.6305926351776225
666139,"Lowe, Josh","L","L",24.017690488500087,30.613861369727942,29.9640552216215,-5.657716817682113,30.44669820307378,6.429007714573689
641313,"Anderson, Tim","R","R",21.959896657693193,26.368193231038298,29.420885104292598,-7.795021899456338,28.039836456364412,6.079939798671222
593428,"Bogaerts, Xander","R","R",16.637425783491,28.660245820022524,31.686532097062535,-9.14974331874372,32.44017604946804,15.802750265977052
663538,"Hoerner, Nico","R","R",29.55303473023616,28.082886729165832,26.352507340896132,-5.252812168778929,28.45371179249867,-1.099322937737496
672580,"Garcia, Maikel","R","R",30.82123710818198,28.033968869299418,33.342583975681606,4.7184915403761085,31.655234452215907,0.8339973440339215
691023,"Walker, Jordan","R","R",32.270097360915805,26.830673288058698,17.122353835097464,-42.980369517392965,33.41110813015175,1.1410107692359333
666971,"Gurriel Jr., Lourdes","R","R",29.045155143992574,27.08679658197175,26.24927454375283,-10.253155517540359,28.250818075142355,-0.794337068850219
665742,"Soto, Juan","L","L",25.083925492747138,30.753647895866404,44.73258180467413,-8.896110336134479,23.401517795102585,-1.6824076976445488
608369,"Seager, Corey","L","L",26.91519705375179,27.322947231211227,29.939576750710433,-4.766663265888378,34.790797949059986,7.875600895308194
545341,"Grichuk, Randal","R","R",26.305866966659508,27.406287174187604,36.18697530320234,-22.167702265612398,32.323901792050165,6.018034825390654
656716,"McKinstry, Zach","L","L",26.99287466700715,24.861849842976067,27.0310041478547,-7.436983133042908,30.051189599167216,3.058314932160064
592885,"Yelich, Christian","L","L",27.022446775631842,29.532756263515374,32.62828383389816,2.2817526611906556,26.21372723356875,-0.8087195420630887
605204,"Davis, J.D.","R","R",29.036951718590853,30.095046684439918,32.6212203089771,-8.24020392385554,21.444642834004988,-7.592308884585857
669720,"Hays, Austin","R","R",13.263769743203053,32.38498887585415,28.39267145215623,3.6203094576890402,31.78893960162438,18.525169858421325
650333,"Arraez, Luis","L","L",33.43961721584984,24.98288303636113,27.07678976328904,-24.89747318682398,31.096076494781332,-2.3435407210685155
457759,"Turner, Justin","R","R",32.1428373169229,21.09611250463336,12.314191216671015,-27.513548573339357,39.213236767760485,7.070399450837572
666624,"Morel, Christopher","R","R",27.621095312848844,27.002948189311223,22.207013173622716,-19.172439014434833,34.46510871948355,6.84401340663471
571970,"Muncy, Max","L","L",27.520632860720223,29.295225749277694,19.336550637318233,-1.3657408099811243,36.99552505964798,9.47489219892776
645277,"Albies, Ozzie","L","L",35.34163658085261,22.170030318190836,39.18384428934625,-36.45059904051224,37.67203031388622,2.3303937330336053
657041,"Thomas, Lane","R","R",24.64267635276242,28.291853252963623,38.625860029528646,-12.093369746346697,28.142305981170367,3.4996296284079462
683734,"Vaughn, Andrew","R","R",32.05370899981984,27.58989480714352,24.519223812940243,9.233769656769473,31.46320151097142,-0.5905074888484101
553869,"Díaz, Elias","R","R",26.561746042011194,25.36770403812668,30.603257140822762,-29.098751878370802,39.079387446863684,12.517641404852492
527038,"Flores, Wilmer","R","R",27.31800720937433,23.70605406007267,43.28153047091039,-6.513060966482919,31.73168643052959,4.413679221155262
514888,"Altuve, Jose","R","R",11.860481700325728,30.923271024601828,30.240164724517964,-13.440589707360546,25.658967166797513,13.798485466471783
592696,"Rosario, Eddie","L","L",27.366942587071183,29.090651870358645,28.466474960287048,11.029990169182264,30.17641766749126,2.809475080420076
655316,"Monasterio, Andruw","R","R",27.048988603817403,26.68250492098883,32.04709198274999,-8.087342597055768,31.267925235396973,4.2189366315795676
592663,"Realmuto, J.T.","R","R",32.11756740645264,28.470234999049904,27.6479720279523,-18.11533746404119,27.726161769818933,-4.391405636633702
650490,"Díaz, Yandy","R","R",28.343701540818767,28.382599968000118,30.599885755882372,-20.190915828749255,30.034888694440642,1.6911871536218728
571448,"Arenado, Nolan","R","R",29.299689265307478,29.765756451085295,32.346366642368686,-1.8603626249797747,34.110976609820675,4.8112873445131985
606115,"Arcia, Orlando","R","R",29.040223545647677,27.453159393784933,34.62244908316121,-19.576881655215104,30.262973475557192,1.2227499299095155
641487,"Crawford, J.P.","L","L",34.4342488622406,29.531879043379124,30.963685367524818,-18.484330861693866,37.92710686304833,3.4928580008077246
623993,"Santander, Anthony","L","L",22.26092453140113,25.491506920866026,28.631600600282464,0.9106468936257073,32.76863318121961,10.507708649818486
670770,"Friedl, TJ","L","L",31.46539471654207,24.42170803914867,32.691601145330814,-34.489416828170995,42.480367227677014,11.01497251113494
686668,"Doyle, Brenton","R","R",24.730449556610242,27.929129516077236,34.22165294400002,-0.13198552942962574,27.16007214672843,2.4296225901181945
656811,"O'Hearn, Ryan","L","L",26.11869333351243,31.022403542568856,30.653218764565143,-1.5567186714498187,25.18086103655639,-0.9378322969560304
605141,"Betts, Mookie","R","R",25.129134387098205,26.905300719085123,24.844927956692818,-13.084148058698712,35.61584820917296,10.486713822074762
519317,"Stanton, Giancarlo","R","R",25.947912042043438,34.480968354393916,38.73903998460476,17.884628328207754,26.190684161325006,0.24277211928156991
670242,"Wallner, Matt","L","L",26.90051520551439,31.697891078598513,30.3753205544925,-34.78676787497902,35.373420431061106,8.472905225546706
592273,"Drury, Brandon","R","R",29.060630029446084,26.715210186521134,28.167468940767765,-9.84170639461524,32.73530149486607,3.6746714654199817
519058,"Moustakas, Mike","L","L",29.027613752715787,26.583340015827563,27.654662273584663,-5.1764708022371115,35.84385059438095,6.816236841665166
592192,"Canha, Mark","R","R",20.293403613924717,26.264575739947748,28.602613478058796,-8.076507467453201,30.124621608395497,9.83121799447078
664040,"Lowe, Brandon","L","L",28.61007975688225,25.896858075566822,18.481562953709055,-1.1818221748928683,35.802154176584715,7.192074419702464
807799,"Yoshida, Masataka","L","L",31.51168108279819,24.709250965306847,27.09500586476309,-14.765751434652763,29.205684049762883,-2.3059970330353075
667670,"Rooker, Brent","R","R",30.25891420466929,26.191810873217296,25.231078488229695,-3.2266169287054347,34.4995588782329,4.240644673563608
662139,"Varsho, Daulton","L","L",28.358035936092804,27.61329521167892,34.715533624715164,-0.3143906814649261,26.935833693927663,-1.4222022421651417
670541,"Alvarez, Yordan","L","L",26.43800090897609,27.561553590909842,42.035995026984146,-6.285341496775798,35.48218616363447,9.044185254658377
668930,"Turang, Brice","L","L",28.580355797353615,23.23494843354176,28.422885230923377,-0.8290082803673692,35.38977676551375,6.809420968160153
672356,"Arias, Gabriel","R","R",29.522638878587117,31.945815052186095,33.696746664208206,-3.3338786835707213,30.597063749643468,1.0744248710563589
643565,"Tauchman, Mike","L","L",30.546273463603082,32.25081710089629,27.061058994116838,-3.1277604661276635,27.03881838186068,-3.507455081742404
669261,"Suwinski, Jack","L","L",31.38668369303338,25.04504609818915,32.64234194151627,-16.83268047522881,30.813336350731063,-0.5733473423023199
663728,"Raleigh, Cal","L","L",31.1617783767211,24.377040195184904,31.315131016639228,-6.666760294564734,34.93337593094988,3.7715975542287867
650391,"Jiménez, Eloy","R","R",15.420867306388821,32.13446168958881,38.648891823193864,-28.747039100635238,29.197518330458998,13.776651024070173
678894,"Peguero, Liover","R","R",32.374388415294845,26.293720810167745,25.984974670870482,-3.8032098129857737,32.45797107701113,0.08358266171626605
686823,"Brennan, Will","L","L",29.412667820037676,27.362954020594028,24.948874865201976,-0.3275243014484852,26.67955016066573,-2.7331176593719397
594807,"Duvall, Adam","R","R",25.78896937021999,28.96387954609724,30.926775500502536,0.704793377811695,34.27433767731184,8.485368307091841
543228,"Gomes, Yan","R","R",29.330183123386725,28.056307730737323,32.90439996903428,-8.1590671343293,32.17942065623728,2.849237532850566
668939,"Rutschman, Adley","L","L",29.268375061182073,27.239987251182658,37.42805575331621,-20.118161371397456,24.75658506922103,-4.511789991961045
666160,"Moniak, Mickey","L","L",27.111245644756735,31.60781724745051,32.626173259484744,-16.650534875392612,30.096011393731665,2.9847657489749224
592669,"Renfroe, Hunter","R","R",29.31358443391683,31.088810664067182,27.73013389252265,-17.55726677086798,36.70193214386944,7.388347709952622
660707,"Montero, Elehuris","R","R",30.220299520053153,24.40207613562095,36.59283274517816,-7.645740171088794,36.71599946365977,6.495699943606624
642731,"Estrada, Thairo","R","R",27.73116067684737,25.677293160915582,24.159460887717383,0.7842004193643833,35.19506040563456,7.463899728787189
682829,"De La Cruz, Elly","L","L",27.73226526538393,29.298993618807845,31.18707534449393,-4.382938555986285,34.72887916736761,6.996613901983678
663624,"Mountcastle, Ryan","R","R",27.454692227037285,30.105662167253644,30.353669946104752,1.2744331471993713,26.423988952933993,-1.0307032741032942
592450,"Judge, Aaron","R","R",31.493701948332063,33.851339413711244,34.01011921291074,-20.08394030065416,31.873416691375752,0.37971474304368774
502054,"Pham, Tommy","R","R",27.531744858910447,27.223466088591955,37.087768206371976,-2.858446048189027,31.965624512639025,4.433879653728574
677950,"Thomas, Alek","L","L",32.68607336023995,27.89664335645377,15.856119755688391,-35.01614710626901,34.099555118308515,1.413481758068568
657077,"Verdugo, Alex","L","L",30.526356379016246,23.318907606234575,20.940134685851387,-30.654894708004516,33.76956793674502,3.243211557728776
642086,"Smith, Dominic","L","L",30.500653106998346,28.2055022260932,36.70621918463556,-6.260982715950395,35.735931253951634,5.235278146953293
673237,"Diaz, Yainer","R","R",29.871064072209162,26.38803580249751,31.995788221103588,-0.8980528434499292,31.535980327160466,1.6649162549512977
643289,"Dubón, Mauricio","R","R",25.01110361776196,29.27528782608241,33.89538642077818,-22.084957450671794,27.476257964763324,2.465154347001361
672478,"Diaz, Jordan","R","R",29.52299421668931,25.327639323447528,33.25043423335253,-8.692127420077547,31.204250920382627,1.68125670369332
664913,"Brown, Seth","L","L",28.83857253991479,26.84741356994959,29.645397006816676,-3.351497390601083,35.62019457433435,6.781622034419558
669127,"Langeliers, Shea","R","R",27.35967384794748,29.753060160516664,29.88538176217069,-15.64593882010161,36.70898654957502,9.34931270162754
621043,"Correa, Carlos","R","R",25.483972235486007,29.775913459898238,34.79363690886861,-1.594495186515719,28.37264915276801,2.8886769172820026
596019,"Lindor, Francisco","L","L",24.5735099787601,24.655940633075534,29.547458057097394,-3.561044052601901,30.49379315270684,5.9202831739467365
444482,"Peralta, David","L","L",28.74937308809239,29.201233676619477,31.47149842615106,-1.1750757534380345,27.627343905337643,-1.1220291827547393
623912,"Ramírez, Harold","R","R",28.932276728479007,27.737474201601025,27.961861589268324,-5.5498249920263865,26.388360261848117,-2.5439164666308858
621035,"Taylor, Chris","R","R",32.08065148077078,30.58063561112845,26.09093189982939,-15.918576010265257,35.48782646943753,3.4071749886667457
643265,"Cooper, Garrett","R","R",32.17849625053196,32.0224783713784,28.769944510869482,-21.51435842064611,28.103809783467696,-4.07468646706426
592626,"Pederson, Joc","L","L",27.62554109330317,23.85335910477685,21.814164845686427,-26.016290450816125,31.027029253528966,3.401488160225789
641598,"Garver, Mitch","R","R",28.10255610263522,26.91038885632658,31.120635373998606,-6.474760652534196,31.325584415401302,3.223028312766085
467793,"Santana, Carlos","L","L",25.249490305205324,27.879919376354856,22.280397972519474,-22.341593651174193,34.1636055391133,8.914115233907975
686217,"Frelick, Sal","L","L",24.540435978059687,30.028375614956488,38.18046899887415,-0.8521780712399455,22.735987969396586,-1.8044480086631025
656305,"Chapman, Matt","R","R",30.97888162423214,30.026760404165675,26.44281373341184,-5.094946865688576,26.226940150425282,-4.751941473806856
666397,"Julien, Edouard","L","L",28.05623450042763,26.949424338800167,32.23784200853251,-2.474263770020547,26.280488742021433,-1.775745758406203
666182,"Bichette, Bo","R","R",29.159735876090632,24.363422824928257,31.011904634049817,4.4114336717901965,24.73858265958971,-4.421153216500923
571771,"Hernández, Enrique","R","R",26.793547024832847,26.871539527986194,25.875785672164945,-10.280305327428378,31.64194568854864,4.848398663715788
518934,"LeMahieu, DJ","R","R",28.213919814193705,32.389431191368296,38.8157167875397,3.983676418579985,23.84299681096161,-4.3709230032321
671213,"Casas, Triston","L","L",33.259845926328175,29.340510972641624,18.384866542871908,1.1938375218887347,34.03564935968717,0.7758034333590038
664023,"Happ, Ian","L","L",30.1703888142734,29.201121136442193,30.980131028736295,0.14083586464724035,31.77905256763324,1.6086637533598276
668804,"Reynolds, Bryan","L","L",25.447786727098826,24.992205112281706,45.34389805240531,-2.5375414295341674,28.714543216255716,3.2667564891568905
660821,"Sánchez, Jesús","L","L",24.84719942596058,29.764330102155263,31.110280165175038,-22.25014498934765,29.61320780629937,4.7660083803387945
605137,"Bell, Josh","L","L",31.74836345150561,28.735023848167476,28.4465599214609,-10.850576427849525,24.46140257909685,-7.2869608724087644
660271,"Ohtani, Shohei","L","L",30.109710503365296,28.7382363207567,31.7219110287885,-7.9051096355919235,27.52291685246952,-2.586793650895784
624585,"Soler, Jorge","R","R",27.836485945680426,30.67980074644763,39.83340869172238,-18.714134279738268,27.673494485118454,-0.16299146056196598
657136,"Wong, Connor","R","R",30.857865433892492,26.728450828933468,28.053115952889264,-35.64335612815653,33.52681323759368,2.6689478037011884
665862,"Chisholm Jr., Jazz","L","L",23.831085268199576,25.84811057281369,32.193254651416936,-4.9690746275283875,29.70950489102868,5.878419622829106
621466,"Stewart, DJ","L","L",26.179652662245132,28.721531618483684,37.15050260495041,-3.6674751453020056,31.011109586515076,4.8314569242699426
663647,"Hayes, Ke'Bryan","R","R",31.994280852263266,24.917262542788052,24.849396122871166,-15.485590648953602,36.76915747694686,4.774876624683586
665750,"Taveras, Leody","L","L",30.4340700349566,28.445664829849896,28.705955100503584,-20.61476587777119,31.630710239501994,1.1966402045453888
663757,"Grisham, Trent","L","L",31.46271347469804,30.210692189885346,19.522392308325806,2.1852759465777365,24.885150976494288,-6.57756249820375
668901,"Vientos, Mark","R","R",27.245045897575604,28.266146509566962,24.924853592071518,-16.20144714351479,31.06881443971085,3.8237685421352423
656582,"Joe, Connor","R","R",33.45662001823795,26.600216930984683,33.08663515628346,-21.24560392548481,33.97543836762315,0.5188183493851848
456781,"Solano, Donovan","R","R",27.236549586083818,26.296172469157803,32.77216148268705,-17.128046628939288,28.197586952522816,0.9610373664389937
666181,"Benson, Will","L","L",27.145627964919903,33.16216471303091,34.149806888170886,1.0551548085867508,25.07079341305545,-2.0748345518644538
669397,"Allen, Nick","R","R",27.894207137257574,27.324949357420564,26.143708070728753,-4.735983940597593,32.14901166597805,4.254804528720469
595879,"Báez, Javier","R","R",26.880621387045153,31.069386909395543,29.785568861177577,-15.940335948130247,29.2339814961069,2.3533601090617564
455117,"Maldonado, Martín","R","R",26.316281988418154,31.643144151140106,32.229187934287566,-5.2321159949339995,34.310921962166404,7.9946399737482565
677649,"Duran, Ezequiel","R","R",31.52938462725709,26.397323610224962,27.991580502270637,-9.866352458437095,30.356369815699153,-1.1730148115579395
608070,"Ramírez, José","L","L",27.816944377379965,22.957651056830166,27.485031229437066,-9.998255819401352,31.570468037980053,3.753523660600092
682985,"Greene, Riley","L","L",25.53736175878547,23.136064503800696,22.869028539194176,-21.376180051853034,31.29343196906431,5.756070210278841
671221,"Waters, Drew","L","L",30.44807883673589,23.023601925489157,24.274984841322606,-1.2990079672870385,32.92691476066346,2.478835923927565
628451,"Ibáñez, Andy","R","R",26.558173377200337,25.41593500489555,34.17111570520081,2.7284540311735963,27.514832920099977,0.9566595428996363
642708,"Rosario, Amed","R","R",23.257777528829664,26.83692009376896,42.52263619864365,-0.9109059204898543,27.578474809267604,4.320697280437941
682626,"Alvarez, Francisco","R","R",27.44016769588719,26.968526930007542,36.656337972625614,-11.83174610969987,28.270977897678183,0.8308102017909902
663457,"Nootbaar, Lars","L","L",31.127270552943223,28.047192100416414,22.443998203062065,-22.907864689480846,31.120612579229274,-0.006657973713947121
666310,"Naylor, Bo","L","L",27.762710174984807,30.235683360434408,29.276657916479326,-32.211898795159065,31.900298933029983,4.137588758045174
680777,"Jeffers, Ryan","R","R",27.436306196085393,27.69531466180345,35.28757828631049,-0.19990546702315382,30.403240357691942,2.966934161606543
606466,"Marte, Ketel","L","L",31.81247864445587,22.5690083697702,21.734370158272924,-8.459551154177952,37.26936429457079,5.456885650114925
668731,"Baddoo, Akil","L","L",26.878483508034236,30.33390129707229,33.67644874792955,-4.147808542050182,24.504461509059364,-2.3740219989748725
663898,"Rodgers, Brendan","R","R",27.60267996329416,29.361409777409627,29.51535043714152,-19.469450567751966,33.83463417186237,6.231954208568206
500743,"Rojas, Miguel","R","R",31.418286318770285,28.2652306250526,26.513383110600603,-16.656215467838475,33.06610224917635,1.6478159304060644
664702,"Straw, Myles","R","R",29.227098809635084,26.622169939352304,28.045820425901475,-3.6318051500142476,24.005351236294086,-5.221747573340996
668670,"Rogers, Jake","R","R",28.44811188725476,29.04321357961784,15.167170088460928,-1.77920183634216,31.85591761547846,3.4078057282236998
647304,"Naylor, Josh","L","L",23.972810017306376,28.95366307660223,43.30725209353009,-2.4547693833917332,24.635879608000483,0.6630695906941073
502110,"Martinez, J.D.","R","R",30.88867671783669,33.231008367667435,28.40058981379115,-0.47403494291951,29.44628162957434,-1.4423950882623517
594777,"Calhoun, Kole","L","L",28.584540552648825,27.543717442995746,30.576271143726057,-6.963165184578693,30.073897025447756,1.4893564727989335
664774,"Wade Jr., LaMonte","L","L",30.535125062196247,23.85246703538101,22.2385967239965,-0.8815028427453492,36.53822054035473,6.003095478158474
670042,"Raley, Luke","L","L",23.89603414765278,27.431560024623234,27.840674143493768,-8.583271415445347,33.1658958418574,9.269861694204614
408234,"Cabrera, Miguel","R","R",32.23049414391251,30.417785070850087,30.42389778693082,-8.221989193625285,27.179399207042586,-5.051094936869922
676116,"Noda, Ryan","L","L",25.126079089981385,27.361264937932056,37.80447109616982,-6.366000715026692,28.823250732480055,3.6971716424986716
686527,"Canzone, Dominic","L","L",33.22566529386841,27.50471728238152,37.42305971760307,-13.250572101675855,39.20321187380156,5.977546579933152
676059,"Westburg, Jordan","R","R",21.84624652890707,32.77421524179319,33.43696986459074,-7.16143354890842,29.828485879628133,7.982239350721068
660688,"Ruiz, Keibert","L","L",34.35982164505554,24.120831311035616,27.343814627663473,-40.66570576791874,37.73031790577896,3.370496260723427
