"id","name","bat_side","side","avg_batter_y_position","avg_batter_x_position","avg_foot_sep","avg_stance_angle","avg_intercept_y_vs_batter","avg_intercept_y_vs_plate"
646240,"Devers, Rafael","L","L",22.474864996818418,25.922621037147614,31.574737546824377,-64.60434304466652,28.546084468256343,6.071219471437911
682985,"Greene, Riley","L","L",29.876219712398743,24.652797116024733,28.034445535062954,-8.313538628189153,32.03076309095904,2.154543378560306
621566,"Olson, Matt","L","L",31.158577819461254,30.529094911438705,31.275590533291847,-10.440481795890669,32.506714436413155,1.3481366169518945
691718,"Crow-Armstrong, Pete","L","L",30.242513724702125,26.621213647966957,33.71859795922014,-2.415324434188415,36.16832333883199,5.925809614129866
677594,"Rodríguez, Julio","R","R",20.324781690225603,29.70797626783076,31.26397318886864,0.9523955147111435,32.303828638507696,11.979046948282097
592518,"Machado, Manny","R","R",24.668741287317474,31.08661030275036,31.096530906003004,-41.16430826559542,30.810499034528732,6.1417577472112574
596115,"Story, Trevor","R","R",25.700770144519733,29.912583101465568,36.069342563465604,-26.005338022634675,35.360044155488985,9.659274010969256
572233,"Walker, Christian","R","R",28.60530512550338,26.29994220407648,24.9768448450242,-16.312710109028412,31.489405231827856,2.884100106324477
521692,"Perez, Salvador","R","R",29.56200014822038,27.300042099319874,32.71327739671936,-20.29882898150495,30.465347480247637,0.9033473320272554
553993,"Suárez, Eugenio","R","R",18.292262494689183,23.080087846741847,23.02177838057988,-23.54511761197898,35.64336817623721,17.351105681548038
642715,"Adames, Willy","R","R",29.106121460433663,28.939620354429508,33.10252279366315,-2.6089966793458426,31.552911222543656,2.446789762109991
660271,"Ohtani, Shohei","L","L",28.992376755579496,31.93457303523816,36.75806759306749,-9.4154563026736,27.608744443540733,-1.3836323120387601
656941,"Schwarber, Kyle","L","L",21.075462403785426,25.300409378293516,29.792046011834522,-8.368399469533156,33.417299984902925,12.34183758111751
667670,"Rooker, Brent","R","R",31.393622804065973,27.211170548266985,27.789366142933424,-16.755242059178762,32.8114838769506,1.4178610728846244
621020,"Swanson, Dansby","R","R",30.461947697082696,27.56143100994884,24.198097589833065,-12.505961535559237,32.377318553165686,1.9153708560829987
592206,"Castellanos, Nick","R","R",29.819511632110686,29.033869820248647,27.306085240799234,-19.544202416602033,30.778643995533518,0.959132363422819
624413,"Alonso, Pete","R","R",24.397816569211894,27.14281370792843,30.4633620709334,2.6905218395951076,28.26339091891313,3.8655743497012436
671218,"Ramos, Heliot","R","R",24.939869809933676,27.635092135831787,29.71847030252622,-5.113629458812182,27.57931271146266,2.639442901528983
681624,"Pages, Andy","R","R",31.571875444509033,29.810354206168295,17.23954928011332,-16.9336957879456,31.280849420136768,-0.29102602437226077
677951,"Witt Jr., Bobby","R","R",27.44690308006972,25.2325939704953,32.54265785181756,-17.03912363706772,27.786830179063227,0.3399270989935172
641355,"Bellinger, Cody","L","L",32.717149303658296,21.03212304600008,25.156266720817467,-13.223871699822608,30.082918984612856,-2.634230319045438
678882,"Rafaela, Ceddanne","R","R",30.490567920699476,26.782601397792266,23.3715896990251,-19.045948226165603,33.51967177225218,3.0291038515527005
691406,"Caminero, Junior","R","R",28.271081873938776,28.619380986893567,26.814891367046894,-34.69206272731522,35.97456743958035,7.703485565641563
668227,"Arozarena, Randy","R","R",22.588142862222664,24.205913396953388,18.919278132806166,3.146356850049873,31.218861980348894,8.630719118126231
518692,"Freeman, Freddie","L","L",29.147584754584873,30.383468414367698,32.867247138061536,0.5189528580608025,26.993048239701768,-2.1545365148831026
686469,"Pasquantino, Vinnie","L","L",28.612782220954347,31.155021188499536,39.36688019585184,-21.881163874999054,32.12284744129563,3.51006522034128
680776,"Duran, Jarren","L","L",28.547251400468703,30.500117753568375,24.03692128136378,-1.7865508168103126,31.711843136756034,3.1645917362873384
682998,"Carroll, Corbin","L","L",30.66264089100784,29.911065586140722,25.803038003433944,-2.7332803967956494,36.640633145002695,5.977992253994854
668930,"Turang, Brice","L","L",30.59636413299166,26.81283078830423,26.0160048388212,-5.755031802967945,31.86196285379547,1.2655987208038129
671739,"Harris II, Michael","L","L",31.006390671284482,28.526958167712515,20.551760612291027,-18.004595611875416,30.786742096625957,-0.2196485746585295
641487,"Crawford, J.P.","L","L",34.91863815405885,27.646703598267838,30.033825289749522,-29.341912417938882,36.62365151679654,1.7050133627376887
607208,"Turner, Trea","R","R",28.881553628604006,28.791198368560625,38.29478065770312,0.7235457518351721,29.335044418300683,0.45349078969668233
607043,"Nimmo, Brandon","L","L",28.262465123408354,31.48681166087718,25.3401542650291,-10.608802984349335,26.883388902610626,-1.379076220797723
661388,"Contreras, William","R","R",28.542357405788177,27.960089404921685,30.03775676558454,5.174253193362763,30.226019893568193,1.6836624877800153
