id,name,swing_length,batter_run_value,batted_ball_events,year,pa,bip,est_ba,est_slg,est_woba,side,avg_bat_speed,swing_tilt,attack_angle,attack_direction,competitive_swings,avg_batter_y_position,avg_batter_x_position,avg_foot_sep,avg_stance_angle,avg_intercept_y_vs_batter,avg_intercept_y_vs_plate,xwoba_pred,xba_pred,xslg_pred,SwingPlus,HitSkillPlus,ImpactPlus,Team,Age
408234,"Cabrera, Miguel",7.389101021,-7.8214910577189665,124.0,2023,370.0,263.0,0.247,0.363,0.301,R,68.187689719,32.443071576299886,6.239413812212984,5.291925065408324,285.0,32.23049414391251,30.417785070850087,30.42389778693082,-8.221989193625285,27.179399207042582,-5.051094936869922,0.2940909277481595,0.2443411394352697,0.3478324159424025,98.07863106581316,103.3548628338559,95.10888955245132,DET,40.0
425794,"Wainwright, Adam",7.17184,-0.4920509288129899,1.0,2023,2.0,1.0,0.131,0.139,0.117,R,67.58307,24.026413187029497,1.7422394770025802,5.6637926909409675,4.0,15.450065977913429,29.50580118212983,32.67518389362752,-10.705675773015116,20.511314714986284,5.061248737072855,0.2559448422979832,0.2342490241111883,0.3038794054459536,87.83179525482404,99.78909699562269,88.67418024493116,STL,41.0
444482,"Peralta, David",7.276222994,-16.247870429816874,132.0,2023,422.0,328.0,0.274,0.4,0.309,L,72.132424282,31.814685233087005,5.161792386115839,-1.7036705663675835,341.0,28.74937308809239,29.201233676619477,31.47149842615106,-1.1750757534380345,27.627343905337643,-1.1220291827547393,0.3135376520341253,0.2755024708551495,0.3983863076970039,103.30242764856172,114.3648451302071,102.50996615972906,LAD,35.0
444482,"Peralta, David",7.186711659,-7.74766608171935,164.0,2024,260.0,182.0,0.258,0.375,0.312,L,71.445843004,30.97187344881745,5.945110489462014,-1.7574394278452672,446.0,28.42078903496451,27.831362068046907,30.86343121805823,1.1641731873756196,26.800637536907885,-1.620151498056625,0.3050596301831294,0.2538818631308548,0.3723993973458965,101.0250537874194,106.72580990820832,98.70548924173792,SDP,36.0
446334,"Longoria, Evan",7.75897,-7.771028871493174,45.0,2023,237.0,141.0,0.23,0.449,0.324,R,71.975302883,37.49820624225709,15.308207642277242,-4.726521588787319,111.0,29.49610951429274,28.890762818318137,27.18611858101703,-24.367654757475233,33.000099227067096,3.5039897127743536,0.3198579443281319,0.2335687110984108,0.4363091028001597,105.00019025381606,99.54872747720476,108.06185350171609,ARI,37.0
453568,"Blackmon, Charlie",7.046231654,-5.166484988285561,109.0,2023,413.0,308.0,0.269,0.406,0.339,L,66.867221451,31.990012088220393,7.897785353025096,-3.321618052339556,255.0,28.226815948860423,28.82310694848177,28.11717302828076,3.374683425664017,29.187722023030815,0.960906074170397,0.3204704995784943,0.255473649969999,0.3758517776250886,105.16473539656263,107.28822313383068,99.21091681688458,COL,36.0
453568,"Blackmon, Charlie",7.146954237,-15.35648253086425,301.0,2024,499.0,364.0,0.249,0.365,0.305,L,67.416142632,31.138838979644945,9.61515374947696,-5.798098207628799,760.0,26.911146691821543,30.75201976963863,27.275135873681545,-6.945744959436244,30.562023608470472,3.650876916648928,0.2971636262509288,0.2426801158221701,0.3489243088018927,98.9040221035298,102.76798673643788,95.26874238315432,COL,37.0
455117,"Maldonado, Martín",7.729439707,-3.0792511870291226,87.0,2023,407.0,235.0,0.187,0.357,0.267,R,71.736160195,31.71343982192844,16.433471652125995,-4.18888641405722,307.0,26.31628198841815,31.643144151140103,32.229187934287566,-5.2321159949339995,34.310921962166404,7.994639973748256,0.268841846541914,0.1901161212697907,0.3632171514928994,91.29620014412254,84.19597382565478,97.36121083653076,HOU,36.0
455117,"Maldonado, Martín",7.619681409,-12.056022591280392,73.0,2024,147.0,87.0,0.16,0.288,0.222,R,70.9444615,30.387849548825265,15.028442266513958,-7.582097115627385,220.0,25.83196122078851,29.127935799099635,32.86751086902841,-6.168302844519423,35.672858492735045,9.840897271946536,0.2383749123923512,0.1738581709977589,0.3132319356377818,83.11214486792527,78.45168317715468,90.04338823306391,CHW,37.0
455117,"Maldonado, Martín",7.561479395,-5.101045164529962,80.0,2025,161.0,96.0,0.2,0.366,0.263,R,71.187740233,31.79724441157818,15.052366021656669,-7.668924661949755,215.0,26.21022922519609,29.426798000936863,29.868393751045513,-9.181735231504874,36.463579194164645,10.253349968968552,0.2697930317516365,0.2034515106599422,0.3709187277508028,91.55170837137165,88.90765957239572,98.48871959803668,SDP,38.0
456781,"Solano, Donovan",7.021646258,-9.062153845084971,107.0,2023,450.0,295.0,0.284,0.429,0.351,R,68.095667806,36.98599904880342,8.634592039675372,-0.3369644825229793,310.0,27.236549586083814,26.296172469157803,32.77216148268705,-17.128046628939288,28.197586952522816,0.9610373664389936,0.3424989888568652,0.2796530219399582,0.4247575192027665,111.08204801555792,115.83132592167584,106.3707046668314,MIN,35.0
456781,"Solano, Donovan",7.00494499,-9.96348232335063,187.0,2024,309.0,219.0,0.257,0.377,0.307,R,67.055411033,34.972287548728055,8.594069441080787,-1.462563772109703,513.0,28.149066312002496,26.323899412015997,31.745963169215223,-13.570187680100185,27.917120843744332,-0.2319454682581686,0.3075574865471181,0.255277102656315,0.3656868202277812,101.6960302123702,107.21877865423198,97.7227696971262,SDP,36.0
456781,"Solano, Donovan",6.927517418,-13.199031037091778,101.0,2025,179.0,128.0,0.229,0.328,0.264,R,65.948103889,33.94969191254545,8.81038398623452,-1.7976720820850285,306.0,27.224538043389835,26.99145283270275,34.24096605216414,-13.683955688490023,28.906592228831315,1.682054185441477,0.2681693067330544,0.2291000281354969,0.3184120666421317,91.11554189527706,97.96984371107978,90.80175806510437,TOT,37.0
457705,"McCutchen, Andrew",7.418957984,-10.29342869933276,86.0,2023,473.0,294.0,0.253,0.404,0.35,R,71.822793083,33.38456599834611,13.254889691978212,-0.9352671311417268,253.0,30.149619719368015,27.993572757941266,34.71710717824269,-5.926057995807102,25.3692159073782,-4.780403811989808,0.3443720075784402,0.2495631225687695,0.3988547713884021,111.58517999055326,105.19990408312032,102.57854912233452,PIT,36.0
457705,"McCutchen, Andrew",7.604203438,-11.452811209899876,291.0,2024,515.0,317.0,0.224,0.418,0.325,R,72.73770125,33.43863040654597,12.72520988713694,-0.2212786986804162,768.0,30.651425362302067,28.484749021728543,35.715802230059076,-7.427345537824824,25.588388507743257,-5.063036854558803,0.3199034047851085,0.2266141798080192,0.4090873708947453,105.01240188269053,97.0915389394331,104.07659902926666,PIT,37.0
457705,"McCutchen, Andrew",7.650937379,-28.43773353697251,317.0,2025,551.0,362.0,0.267,0.429,0.342,R,71.141759235,34.48551623975902,14.55084320016928,-0.8162681472973693,889.0,29.80079700206988,28.97488028979457,35.63390036887439,-1.8667640572994595,24.924263081744908,-4.876533920324966,0.3386655561929396,0.2637417123156657,0.425049433256891,110.05230788269334,110.20951102183292,106.41344080844844,PIT,38.0
457759,"Turner, Justin",6.483928875,-4.143710565798021,163.0,2023,626.0,454.0,0.26,0.444,0.336,R,66.433121174,34.93546715455445,10.694481355677231,-1.5015759342826864,409.0,32.1428373169229,21.09611250463336,12.314191216671016,-27.513548573339357,39.213236767760485,7.070399450837572,0.3334373741929236,0.2584860537784033,0.4347949724297957,108.64790892767856,108.3525715133365,107.84018520921612,BOS,38.0
457759,"Turner, Justin",6.334991081,-18.689676467561437,315.0,2024,539.0,372.0,0.252,0.383,0.328,R,65.058389488,34.48498066831056,9.269433194249867,-0.359146054217918,860.0,31.376129776063415,21.798217585683453,14.145009640924396,-20.760619620998632,37.071886115001995,5.69575633893857,0.3230894253588136,0.2518761886725582,0.3796445780167798,105.86823359710932,106.017161103042,99.76618180798124,TOT,39.0
457759,"Turner, Justin",6.404412966,-20.871916760986785,116.0,2025,191.0,136.0,0.24,0.362,0.3,R,66.240224893,34.33930603818607,9.074565075484044,1.920609277200896,327.0,33.15879103573558,21.99483040379253,15.408234652703014,-34.18917621223546,37.02310000648639,3.864308970750805,0.3087058905320689,0.2449162558630126,0.3806851973686319,102.00451552454844,103.55806409000476,99.91852821049874,CHC,40.0
458015,"Votto, Joey",7.262279744,-13.964677929524942,101.0,2023,242.0,146.0,0.189,0.367,0.298,L,68.723919745,40.43651036324878,17.880387168370085,2.680663574340131,274.0,27.88347704807311,26.789662759534895,31.560996952149413,1.2550751001900444,31.92118396148191,4.037706913408801,0.2895047534246343,0.1901617621267449,0.3592770772826386,96.8466887907633,84.21209974210825,96.78438499669132,CIN,39.0
462101,"Andrus, Elvis",7.737421985,-1.8463082442712144,121.0,2023,406.0,306.0,0.231,0.313,0.267,R,68.377686606,29.749933823930164,6.936165280846975,0.7908809499127923,274.0,21.311671299419466,31.91709637767418,27.594820954480063,-9.490009747254154,29.307607336223803,7.995936036804343,0.271647356563523,0.2322570778498278,0.3197078875656982,92.04981877151906,99.08529866373011,90.99146591136044,CHW,34.0
467793,"Santana, Carlos",7.534421881,-8.11523662113396,186.0,2023,619.0,450.0,0.24,0.378,0.308,R,71.378251324,26.445285589079603,11.199658897751425,-4.496911124853577,438.0,27.789358881707432,28.41455899191939,23.44830121821976,-23.359134648152992,28.992033014431595,1.20267413272416,0.2997732634200029,0.2349540213685146,0.3660636975516172,99.6050251889626,100.03818799939108,97.77794443933588,TOT,37.0
467793,"Santana, Carlos",7.572571502,-27.70967847583294,373.0,2024,594.0,424.0,0.246,0.415,0.329,R,71.760669215,27.12704771571403,11.817368910472226,-5.040826625911175,892.0,27.91265685546169,28.5123741646928,27.11819303584981,-22.00357231218203,32.9659005612494,5.053243705787712,0.3252389466309644,0.2457938415322425,0.4067164206265522,106.44563993613528,103.86813436754072,103.72949252652457,MIN,38.0
467793,"Santana, Carlos",7.636639403,-30.57105894561108,281.0,2025,474.0,328.0,0.222,0.349,0.294,R,71.281599818,26.703802174414776,12.82991680233424,-5.603004162733334,770.0,28.87880200840847,27.42482514663009,27.349988231545996,-23.610114429469256,32.579702417382045,3.7009004089735735,0.2959533239162064,0.2244561466730124,0.3551828507749985,98.57890960091784,96.32905846993025,96.1849913006,TOT,39.0
474832,"Belt, Brandon",6.96860764,2.593729748756693,75.0,2023,404.0,200.0,0.212,0.437,0.336,L,72.663127603,45.92411235514528,15.903339829927072,6.3160036822954915,267.0,24.776047139743348,27.809228161605784,38.82355109917509,-0.565946079595443,26.558834003451633,1.7827868637082855,0.3329117644515262,0.2148261789402454,0.4326263201272715,108.50671916581452,92.92657951857971,107.52269507604412,TOR,35.0
488726,"Brantley, Michael",6.705488158,-0.2345344202622751,49.0,2023,57.0,53.0,0.277,0.358,0.286,L,68.560000519,33.68097610595896,7.594051802286563,-4.326817765818386,77.0,27.98952935669145,25.455623303773336,33.409063517233555,-1.8951844202072337,28.216166353661155,0.2266369969697056,0.2866707194999636,0.2538898478286563,0.3468460640231734,96.08540804685045,106.72863107718382,94.9644878879586,HOU,36.0
493329,"Gurriel, Yuli",7.672410884,-10.490158388068924,83.0,2023,329.0,258.0,0.237,0.32,0.273,R,70.624494917,23.744400708583843,2.304384387201398,-1.9948485279115569,181.0,15.352810973272424,29.203278941996913,33.67697464388024,-10.753792616087017,26.684011599164865,11.331200625892444,0.2682977669576388,0.233097651608778,0.3120504824231442,91.15004899643894,99.38229182105442,89.87042378965582,MIA,39.0
493329,"Gurriel, Yuli",7.997680755,-2.9400653960408087,39.0,2024,65.0,41.0,0.255,0.33,0.318,R,73.309862264,25.965898445039915,3.1876244673462613,-11.713969357056929,106.0,14.7588219875505,28.33817529598563,32.92367891444609,-9.427528556074623,29.58612760946217,14.827305621911666,0.2769444326901773,0.2177336556272506,0.2787440567895453,93.47272412884676,93.95385484323288,84.99437173761122,KCR,40.0
493329,"Gurriel, Yuli",7.857498889,-5.390815410666511,26.0,2025,40.0,28.0,0.128,0.17,0.186,R,72.84322873,24.719305425260615,2.9874086319147173,-9.753462181056266,63.0,16.639079532345036,27.89876657264028,33.660025286078444,-10.818058444775104,31.15080225968168,14.511722727336643,0.2401544890872353,0.1832533155908565,0.2509452068038644,83.59017636159862,81.7711939595365,80.9246273282796,SDP,41.0
500743,"Rojas, Miguel",6.926842822,-11.653961908171397,147.0,2023,423.0,344.0,0.248,0.333,0.284,R,68.771456505,33.033891621058,4.861522497336649,-3.124521282212219,289.0,31.418286318770285,28.2652306250526,26.513383110600603,-16.656215467838475,33.06610224917635,1.6478159304060644,0.2828785503326446,0.2466027440442859,0.328222668088247,95.0667521515878,104.15393737823592,92.23802756575186,LAD,34.0
500743,"Rojas, Miguel",7.003199051,-7.0237989575163535,225.0,2024,337.0,277.0,0.279,0.359,0.31,R,67.877101567,31.095281703351223,3.8904815519434104,-4.462926939371581,453.0,29.321320875374905,28.02211869369665,27.274650505579572,-10.279538307658653,32.64831091237883,3.3269900370039216,0.30375184450188,0.2722137638542778,0.3518773681769065,100.67375522051329,113.20287276870576,95.7010695077684,LAD,35.0
