id,name,batter_run_value,batted_ball_events,year,pa,bip,est_ba,est_slg,est_woba,side,competitive_swings,xwoba_pred,xba_pred,xslg_pred,SwingPlus,HitSkillPlus,ImpactPlus,Team,Age,avg_bat_speed_shap,avg_bat_speed_importance,swing_tilt_shap,swing_tilt_importance,attack_angle_shap,attack_angle_importance,attack_direction_shap,attack_direction_importance,avg_intercept_y_vs_plate_shap,avg_intercept_y_vs_plate_importance,avg_intercept_y_vs_batter_shap,avg_intercept_y_vs_batter_importance,avg_batter_y_position_shap,avg_batter_y_position_importance,avg_batter_x_position_shap,avg_batter_x_position_importance,swing_length_shap,swing_length_importance,avg_foot_sep_shap,avg_foot_sep_importance,avg_stance_angle_shap,avg_stance_angle_importance
408234,"Cabrera, Miguel",-7.82149105771897,124,2023,370,263,0.247,0.363,0.301,R,285,0.29409092774816,0.24434113943527,0.347832415942403,98.0786310658132,103.354862833856,95.1088895524513,DET,40.0,-0.016990409114030578,0.48659785387469295,-0.00023842206557244243,0.0068283032295035654,0.0017951457579410144,0.05141218597761804,0.0029044399981995473,0.08318188575368834,-0.00233884616255408,0.06698352674168741,-9.507818078409493e-05,0.002722997333927965,0.003590979472300083,0.1028440747248597,0.0033816510695796093,0.09684900121984999,0.0005033658608392399,0.014416177147605834,0.0017104703279696655,0.04898711885748907,-0.0013679286316655766,0.03917687513907719
425794,"Wainwright, Adam",-0.49205092881299,1,2023,2,1,0.131,0.139,0.117,R,4,0.255944842297983,0.234249024111188,0.303879405445954,87.831795254824,99.7890969956227,88.6741802449312,STL,41.0,-0.026290420498302085,0.3671907822477578,-0.008549062709780397,0.11940231325292552,-0.008378562181659579,0.11702098115143318,0.005944985388419181,0.08303191024906241,-0.0018466100947527391,0.02579107493707282,0.005568413616770831,0.077772440039641,-0.006956600848246625,0.09716085398550642,0.0013085143806106005,0.018275646029696526,-0.004230544502810768,0.05908680484670688,-0.0021929592462035007,0.03062843445592364,0.0003321295780030646,0.004638758804273944
444482,"Peralta, David",-16.2478704298169,132,2023,422,328,0.274,0.4,0.309,L,341,0.313537652034125,0.27550247085515,0.398386307697004,103.302427648562,114.364845130207,102.509966159729,LAD,35.0,0.005534017687873306,0.22362864078097358,-0.004517016527234939,0.18253181022248094,-0.0003972003597443932,0.016050793759115636,0.0045187270986648724,0.1826009341005403,0.0014788319612334792,0.05975932859029119,-0.0005889813359868121,0.023800627869461938,-0.00035506734776458214,0.014348206464951328,0.0021629154775781147,0.08740301814264777,0.000675679594799914,0.027304088622566582,-0.0003639191798166239,0.014705907376272464,0.004154105548586847,0.16786664407069835
444482,"Peralta, David",-7.74766608171935,164,2024,260,182,0.258,0.375,0.312,L,446,0.305059630183129,0.253881863130855,0.372399397345897,101.025053787419,106.725809908208,98.7054892417379,SDP,36.0,0.002961165054731252,0.10867539531096079,-0.00704951962970407,0.25871888879898924,-0.0006835924901347693,0.02508799162623593,0.005542003697416921,0.20339272938173034,0.005207863119327788,0.19112969819566053,-0.00040055221648068926,0.014700352619375058,0.00046146061647242076,0.016935704018069816,-0.0032385866229220233,0.11885682661711099,0.0007409264498420041,0.02719216029659461,-0.00033961190137008976,0.012463829928943682,0.0006225146900142867,0.02284642320632909
446334,"Longoria, Evan",-7.77102887149317,45,2023,237,141,0.23,0.449,0.324,R,111,0.319857944328132,0.233568711098411,0.43630910280016,105.000190253816,99.5487274772048,108.061853501716,ARI,37.0,0.008364805555352834,0.22612987250786826,0.008713307786197177,0.23555110346273586,-0.0035258927739351014,0.09531718079640732,0.0008675458858281878,0.02345279149155055,-0.0002035786692115017,0.005503441557545752,0.002381105920116707,0.06436959886044948,-0.0005640608134253459,0.015248531359457012,-0.001263725007917629,0.034162895124627245,0.00360387030685919,0.09742518551473796,0.003876135366918882,0.10478545981068343,-0.0036271286445884055,0.09805393951393725
453568,"Blackmon, Charlie",-5.16648498828556,109,2023,413,308,0.269,0.406,0.339,L,255,0.320470499578494,0.255473649969999,0.375851777625089,105.164735396563,107.288223133831,99.2109168168846,COL,36.0,-0.022452679316229695,0.33926189154278974,0.004623103817993735,0.06985549136478846,0.006284590773213598,0.09496070038071694,0.004386736044446005,0.06628395422999332,0.0027572249533041326,0.04166190323623337,-0.0010203330232051756,0.015417318645171343,0.0026380048732612153,0.039860477700528765,0.0022775125909550247,0.034413408695567235,0.003786623064825869,0.05721619613583393,0.003952494423066922,0.05972252644755554,0.01200166196092653,0.18134613162082125
453568,"Blackmon, Charlie",-15.3564825308643,301,2024,499,364,0.249,0.365,0.305,L,760,0.297163626250929,0.24268011582217,0.348924308801893,98.9040221035298,102.767986736438,95.2687423831543,COL,37.0,-0.022784839210407498,0.4798424774186522,-0.0008116297999881383,0.017092701439614336,0.0030395430292206593,0.06401194425351187,0.006725971554006769,0.14164711998703938,-0.0007730321773562643,0.016279846071397,0.0006259906766246676,0.013183192312164962,-0.001408464365935081,0.02966187404111566,0.004096566016408639,0.08627255904990977,0.0009279335086321157,0.019542025710606425,0.004292306110759418,0.09039479186165314,0.0019977214930276144,0.042071467854335375
455117,"Maldonado, Martín",-3.07925118702912,87,2023,407,235,0.187,0.357,0.267,R,307,0.268841846541914,0.190116121269791,0.363217151492899,91.2962001441225,84.1959738256548,97.3612108365308,HOU,36.0,0.00510412806723644,0.11980967514009981,-0.0005344613232348602,0.012545460589586383,-0.010462878322551787,0.2455961206972696,-0.001689059493154185,0.03964745133769197,-0.002585575983403963,0.060691466699305884,-0.006601070660757225,0.15494754853797663,-0.006359790247729929,0.14928395085357896,-0.0009600363192945275,0.02253502224517093,-0.005199439741156005,0.1220469349695823,-0.001248200602665601,0.02929912939978647,-0.00185732824731093,0.043597239529951114
455117,"Maldonado, Martín",-12.0560225912804,73,2024,147,87,0.16,0.288,0.222,R,220,0.238374912392351,0.173858170997759,0.313231935637782,83.1121448679253,78.4516831771547,90.0433882330639,CHW,37.0,-0.004265297127794731,0.0678532170722707,-0.009964345389736395,0.1585148397533635,-0.008493911893796838,0.1351228836478553,-0.004942858312691203,0.07863199866263915,-0.00193577096147966,0.03079463946264114,-0.008262194170603906,0.1314366708237017,-0.005722477251592936,0.09103433582931225,-0.006473986764594088,0.10298950251283658,-0.004952464536708371,0.07878481643452054,-0.004649097651363666,0.0739587941183506,-0.003198242963223653,0.05087830168250838
455117,"Maldonado, Martín",-5.10104516452996,80,2025,161,96,0.2,0.366,0.263,R,215,0.269793031751637,0.203451510659942,0.370918727750803,91.5517083713717,88.9076595723957,98.4887195980367,SDP,38.0,0.0009020020435963296,0.02615966141107739,-0.0032591011855233904,0.09451972323456025,-0.005837246049682225,0.16929050362681175,-0.0045916331024316095,0.13316551568397633,0.0006170574874299965,0.017895763160335858,-0.006835735144112585,0.19824846089352605,-0.005310380846541729,0.15401047691148206,-0.0008624819383226341,0.02501350816205806,-0.003279886007690742,0.09512251999566237,-0.0020401281238313002,0.05916733929100441,-0.0009449947971889743,0.027406527629505597
456781,"Solano, Donovan",-9.06215384508497,107,2023,450,295,0.284,0.429,0.351,R,310,0.342498988856865,0.279653021939958,0.424757519202767,111.082048015558,115.831325921676,106.370704666831,MIN,35.0,-0.011407771135850647,0.17802675091307973,0.016223621441199727,0.25318167579149936,0.0033296395867220504,0.05196150153055251,0.0027276347796470393,0.042566768890728385,0.0046161499254421465,0.0720384519611807,0.00371434622335976,0.05796513464693544,0.00018684783867415196,0.002915899454693097,0.007433873789720716,0.11601112800403296,0.004468191795244812,0.06972945532401754,0.004096399127553729,0.06392735429533013,0.0058744960692151274,0.09167587918795003
